N,Должность,Язык.программирования,Общий.опыт.работы,Опыт.работы.на.текущем.месте,Зарплата.в.месяц,Изменение.зарплаты.за.12.месяцев,Город,Размер.компании,Тип.компании,Пол,Возраст,Образование,Еще.студент,Уровень.английского,Дата.заполнения,User.Agent,exp,current_job_exp,salary,avg
2075,Software Engineer,Java,3,1,1000,400,Львов,до 50 человек,Аутстаффинговая,мужской,26,Высшее,False,ниже среднего,13/06/2017 09:45:13,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,1.0,1000,
2076,Software Engineer,Ruby/Rails,3,3,1400,0,Днепр,до 50 человек,Аутстаффинговая,мужской,25,Высшее,False,средний,13/06/2017 09:47:05,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:53.0) Gecko/20100101 Firefox/53.0,3.0,3.0,1400,
2077,Software Engineer,JavaScript,10 и более лет,0.25,1400,500,Житомир,до 200 человек,Аутсорсинговая,мужской,31,Высшее,False,средний,13/06/2017 09:47:45,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0,10.0,0.25,1400,
2079,Junior Software Engineer,PHP,1,1,1100,100,Днепр,до 200 человек,Продуктовая,мужской,30,Среднее,False,элементарный,13/06/2017 09:48:32,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",1.0,1.0,1100,
2080,Software Engineer,C,6,1,1000,200,Днепр,до 200 человек,Продуктовая,мужской,29,Высшее,False,средний,13/06/2017 09:49:05,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",6.0,1.0,1000,
2081,Senior Software Engineer,Java,4,4,2061,400,Киев,свыше 1000 человек,Продуктовая,мужской,23,Высшее,False,средний,13/06/2017 09:49:38,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0,4.0,4.0,2061,
2083,Software Engineer,C#/.NET,1,1,1000,800,Днепр,до 1000 человек,Продуктовая,мужской,20,Высшее,True,выше среднего,13/06/2017 09:50:40,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Mobile/14F89 [FBAN/FBIOS;FBAV/96.0.0.45.70;FBBV/60548545;FBDV/iPhone8,1;FBMD/iPhone;FBSN/iOS;FBSV/10.3.2;FBSS/2;FBCR/Carrier;FBID/phone;FBLC/ru_RU;FBOP/5;FBRV/0]",1.0,1.0,1000,
2085,Senior Software Engineer,JavaScript,10 и более лет,2,2000,0,Киев,до 10 человек,Аутсорсинговая,мужской,42,Высшее,False,выше среднего,13/06/2017 09:51:17,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",10.0,2.0,2000,
2088,Software Engineer,Swift,3,3,1800,500,Львов,до 50 человек,Аутсорсинговая,мужской,25,Высшее,False,средний,13/06/2017 09:52:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,3.0,1800,
2089,Junior Software Engineer,Java,1,1,750,750,Львов,до 50 человек,Продуктовая,мужской,22,Высшее,False,выше среднего,13/06/2017 09:52:13,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.0,1.0,750,
2090,Junior Software Engineer,Java,5,2,1300,200,Одесса,свыше 1000 человек,Аутсорсинговая,мужской,28,Высшее,False,выше среднего,13/06/2017 09:52:32,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",5.0,2.0,1300,
2092,Junior Software Engineer,PHP,1.5,0.25,400,200,Полтава,до 200 человек,Аутсорсинговая,мужской,25,Незаконченное высшее,True,ниже среднего,13/06/2017 09:55:51,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0,1.5,0.25,400,
2094,Software Engineer,Java,3,3,2000,500,Киев,до 1000 человек,Продуктовая,мужской,23,Высшее,False,ниже среднего,13/06/2017 09:56:01,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.71 Safari/537.36",3.0,3.0,2000,
2095,Software Engineer,Java,1.5,0.5,1400,700,Харьков,до 200 человек,Аутсорсинговая,мужской,27,Высшее,False,средний,13/06/2017 09:58:30,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",1.5,0.5,1400,
2096,Software Engineer,Swift,5,0.5,2500,700,Другой,до 10 человек,Аутсорсинговая,мужской,28,Высшее,True,выше среднего,13/06/2017 09:59:24,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4",5.0,0.5,2500,
2097,Software Engineer,PHP,5,меньше 3 месяцев,2935,435,Киев,до 200 человек,Продуктовая,мужской,24,Высшее,False,выше среднего,13/06/2017 09:59:29,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",5.0,0.0,2935,
2098,Junior Software Engineer,SQL,3,меньше 3 месяцев,1400,700,Киев,свыше 1000 человек,Аутсорсинговая,мужской,23,Высшее,False,средний,13/06/2017 09:59:33,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,0.0,1400,
2099,Junior Software Engineer,Other,2,0.5,600,380,Киев,до 10 человек,Другая,мужской,27,Высшее,False,средний,13/06/2017 10:01:55,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,0.5,600,
2100,Software Engineer,PHP,4,1,1000,50,Черновцы,до 200 человек,Аутсорсинговая,мужской,24,Высшее,False,средний,13/06/2017 10:02:37,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/58.0.3029.110 Chrome/58.0.3029.110 Safari/537.36",4.0,1.0,1000,
2101,Senior Software Engineer,Java,5,5,2500,300,Другой,до 50 человек,Аутсорсинговая,мужской,27,Высшее,False,ниже среднего,13/06/2017 10:02:50,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",5.0,5.0,2500,
2104,Junior Software Engineer,JavaScript,меньше 3 месяцев,меньше 3 месяцев,500,0,Киев,свыше 1000 человек,Аутсорсинговая,мужской,26,Высшее,False,ниже среднего,13/06/2017 10:05:50,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",0.0,0.0,500,
2105,Junior Software Engineer,JavaScript,1.5,1.5,400,0,Киев,до 10 человек,Стартап,мужской,23,Высшее,False,средний,13/06/2017 10:05:57,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,1.5,400,
2107,Junior Software Engineer,PHP,1,0.5,500,200,Харьков,свыше 1000 человек,Аутстаффинговая,мужской,22,Высшее,False,средний,13/06/2017 10:08:16,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/58.0.3029.110 Chrome/58.0.3029.110 Safari/537.36",1.0,0.5,500,
2109,Junior Software Engineer,Java,1,меньше 3 месяцев,450,0,Киев,свыше 1000 человек,Продуктовая,мужской,22,Высшее,True,ниже среднего,13/06/2017 10:10:39,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.0,0.0,450,
2110,Software Engineer,C#/.NET,1.5,1.5,1000,200,Удаленно,до 200 человек,Аутсорсинговая,мужской,23,Высшее,False,элементарный,13/06/2017 10:10:49,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,1.5,1000,
2111,Junior Software Engineer,Java,1,0.5,450,100,Харьков,до 50 человек,Аутсорсинговая,мужской,20,Незаконченное высшее,True,средний,13/06/2017 10:11:50,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.0,0.5,450,
2112,Software Engineer,JavaScript,3,1,2500,230,Киев,до 50 человек,Стартап,мужской,25,Высшее,False,средний,13/06/2017 10:11:55,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,1.0,2500,
2113,Technical Lead,C#/.NET,10 и более лет,1.5,4700,400,Харьков,до 200 человек,Продуктовая,мужской,34,Высшее,False,средний,13/06/2017 10:12:05,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",10.0,1.5,4700,
2114,Junior Software Engineer,Java,1,1,700,600,Харьков,до 200 человек,Продуктовая,мужской,27,Высшее,False,выше среднего,13/06/2017 10:12:20,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",1.0,1.0,700,
2115,Junior Software Engineer,PHP,1,1,440,0,Киев,до 10 человек,Аутсорсинговая,мужской,30,Высшее,False,средний,13/06/2017 10:13:03,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",1.0,1.0,440,
2116,Software Engineer,C#/.NET,1.5,1,850,300,Киев,до 50 человек,Аутсорсинговая,мужской,20,Незаконченное высшее,True,выше среднего,13/06/2017 10:13:45,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,1.0,850,
2117,Software Engineer,Java,1.5,0.25,1500,1100,Львов,свыше 1000 человек,Аутсорсинговая,мужской,20,Незаконченное высшее,True,средний,13/06/2017 10:14:04,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,0.25,1500,
2118,Software Engineer,C#/.NET,2,1,2000,1000,Львов,до 50 человек,Аутстаффинговая,мужской,30,Кандидат,False,выше среднего,13/06/2017 10:15:19,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,1.0,2000,
2119,Software Engineer,Java,5,0.5,1700,300,Харьков,до 200 человек,Аутстаффинговая,мужской,29,Высшее,False,средний,13/06/2017 10:16:45,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",5.0,0.5,1700,
2122,Software Engineer,Java,3,1,1800,200,Харьков,до 200 человек,Аутстаффинговая,мужской,28,Высшее,False,средний,13/06/2017 10:20:18,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,1.0,1800,
2125,Junior Software Engineer,Java,1,1,600,400,Другой,до 10 человек,Аутсорсинговая,мужской,23,Два высших,False,средний,13/06/2017 10:21:30,"Mozilla/5.0 (Linux; Android 5.1.1; D2305 Build/18.6.A.0.182) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",1.0,1.0,600,
2127,Software Engineer,JavaScript,4,1,2000,700,Киев,до 1000 человек,Аутстаффинговая,мужской,25,Высшее,False,средний,13/06/2017 10:22:14,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",4.0,1.0,2000,
2128,Senior Software Engineer,JavaScript,3,меньше 3 месяцев,3000,1500,Киев,до 1000 человек,Аутсорсинговая,мужской,23,Высшее,False,средний,13/06/2017 10:22:21,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.81 Safari/537.36",3.0,0.0,3000,
2130,Software Engineer,PHP,3,1,2400,800,Одесса,до 1000 человек,Продуктовая,мужской,21,Незаконченное высшее,False,средний,13/06/2017 10:22:55,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",3.0,1.0,2400,
2131,Software Engineer,PHP,1,1,450,250,Винница,до 10 человек,Стартап,мужской,26,Высшее,False,средний,13/06/2017 10:23:46,"Mozilla/5.0 (Linux; Android 4.4.2; Lenovo A328 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.122 Mobile Safari/537.36",1.0,1.0,450,
2132,Software Engineer,Java,3,3,1500,500,Харьков,до 200 человек,Аутсорсинговая,мужской,27,Высшее,False,выше среднего,13/06/2017 10:24:39,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,3.0,1500,
2134,Junior Software Engineer,Python,0.5,0.5,100,0,Запорожье,до 50 человек,Аутсорсинговая,мужской,32,Высшее,False,средний,13/06/2017 10:25:39,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0,0.5,0.5,100,
2135,Software Engineer,Delphi,4,3,750,135,Черновцы,до 200 человек,Аутсорсинговая,мужской,25,Высшее,False,средний,13/06/2017 10:25:55,"Mozilla/5.0 (Linux; Android 6.0.1; Redmi 4 Prime Build/MOB31T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",4.0,3.0,750,
2136,Senior Software Engineer,Java,5,меньше 3 месяцев,3500,1900,Киев,до 10 человек,Продуктовая,мужской,28,Высшее,False,выше среднего,13/06/2017 10:27:59,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",5.0,0.0,3500,
2138,Software Engineer,Objective-C,3,0.5,1700,600,Львов,до 50 человек,Аутсорсинговая,мужской,24,Высшее,False,выше среднего,13/06/2017 10:28:35,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,0.5,1700,
2143,Software Engineer,JavaScript,2,2,900,0,Киев,до 200 человек,Аутсорсинговая,мужской,23,Высшее,False,средний,13/06/2017 10:30:41,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36",2.0,2.0,900,
2144,Senior Software Engineer,JavaScript,8,8,3000,500,Львов,до 200 человек,Аутсорсинговая,мужской,41,Высшее,False,выше среднего,13/06/2017 10:31:40,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",8.0,8.0,3000,
2145,Senior Software Engineer,JavaScript,4,3,3550,0,Киев,до 1000 человек,Аутстаффинговая,мужской,31,Незаконченное высшее,False,средний,13/06/2017 10:32:07,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",4.0,3.0,3550,
2147,Technical Lead,Java,10 и более лет,0.5,3300,300,Другой,свыше 1000 человек,Продуктовая,мужской,34,Высшее,False,продвинутый,13/06/2017 10:33:20,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",10.0,0.5,3300,
2148,Junior Software Engineer,JavaScript,1.5,меньше 3 месяцев,500,150,Харьков,до 50 человек,Аутсорсинговая,мужской,25,Высшее,False,средний,13/06/2017 10:33:31,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,0.0,500,
2149,Junior Software Engineer,C#/.NET,1.5,меньше 3 месяцев,1050,400,Ивано-Франковск,до 10 человек,Стартап,мужской,24,Высшее,False,выше среднего,13/06/2017 10:33:31,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063",1.5,0.0,1050,
2151,Senior Software Engineer,PHP,5,3,2400,0,Киев,до 1000 человек,Аутсорсинговая,мужской,28,Высшее,False,средний,13/06/2017 10:34:57,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.35 Safari/537.36",5.0,3.0,2400,
2152,Senior Software Engineer,Java,6,4,4200,0,Киев,свыше 1000 человек,Аутстаффинговая,мужской,27,Высшее,False,средний,13/06/2017 10:35:14,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",6.0,4.0,4200,
2155,Software Engineer,JavaScript,2,0.5,2250,350,Киев,до 50 человек,Аутсорсинговая,мужской,24,Высшее,False,средний,13/06/2017 10:36:09,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0 Mobile/14D27 Safari/602.1",2.0,0.5,2250,
2159,Software Engineer,JavaScript,0.5,0.25,650,-50,Киев,до 1000 человек,Продуктовая,женский,31,Высшее,False,продвинутый,13/06/2017 10:37:42,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",0.5,0.25,650,
2160,Junior Software Engineer,Scala,0.5,0.5,360,0,Тернополь,до 1000 человек,Аутсорсинговая,мужской,20,Незаконченное высшее,True,ниже среднего,13/06/2017 10:38:20,"Mozilla/5.0 (Linux; Android 7.1.2; Nexus 5X Build/N2G47O) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",0.5,0.5,360,
